### RESULTS ###
benchmark: setbrk_overhead
description: changes the heap break which requires an MPU update
run, cycles, break, break_decimal
724, 6510, 0x1000a6a8, 268478120
725, 6510, 0x1000a6b0, 268478128
726, 6510, 0x1000a6b8, 268478136
727, 6510, 0x1000a6c0, 268478144
728, 6510, 0x1000a6c8, 268478152
729, 6510, 0x1000a6d0, 268478160
730, 6510, 0x1000a6d8, 268478168
731, 6510, 0x1000a6e0, 268478176
732, 6510, 0x1000a6e8, 268478184
733, 6510, 0x1000a6f0, 268478192
734, 6510, 0x1000a6f8, 268478200
735, 6510, 0x1000a700, 268478208
736, 6510, 0x1000a708, 268478216
737, 6510, 0x1000a710, 268478224
738, 6510, 0x1000a718, 268478232
739, 6510, 0x1000a720, 268478240
740, 6510, 0x1000a728, 268478248
741, 6510, 0x1000a730, 268478256
742, 6510, 0x1000a738, 268478264
743, 6510, 0x1000a740, 268478272
744, 6510, 0x1000a748, 268478280
745, 6510, 0x1000a750, 268478288
746, 6510, 0x1000a758, 268478296
747, 6510, 0x1000a760, 268478304
748, 6510, 0x1000a768, 268478312
749, 6510, 0x1000a770, 268478320
750, 6510, 0x1000a778, 268478328
751, 6510, 0x1000a780, 268478336
752, 6510, 0x1000a788, 268478344
753, 6510, 0x1000a790, 268478352
754, 6510, 0x1000a798, 268478360
755, 6510, 0x1000a7a0, 268478368
756, 6510, 0x1000a7a8, 268478376
757, 6510, 0x1000a7b0, 268478384
758, 6510, 0x1000a7b8, 268478392
759, 6510, 0x1000a7c0, 268478400
760, 6510, 0x1000a7c8, 268478408
761, 6510, 0x1000a7d0, 268478416
762, 6510, 0x1000a7d8, 268478424
763, 6510, 0x1000a7e0, 268478432
764, 6510, 0x1000a7e8, 268478440
765, 6510, 0x1000a7f0, 268478448
766, 6510, 0x1000a7f8, 268478456
767, 6510, 0x1000a800, 268478464
768, 6510, 0x1000a808, 268478472
769, 6510, 0x1000a810, 268478480
770, 6510, 0x1000a818, 268478488
771, 6510, 0x1000a820, 268478496
772, 6510, 0x1000a828, 268478504
773, 6510, 0x1000a830, 268478512
774, 6510, 0x1000a838, 268478520
775, 6510, 0x1000a840, 268478528
776, 6510, 0x1000a848, 268478536
777, 6510, 0x1000a850, 268478544
778, 6510, 0x1000a858, 268478552
779, 6510, 0x1000a860, 268478560
780, 6510, 0x1000a868, 268478568
781, 6510, 0x1000a870, 268478576
782, 6510, 0x1000a878, 268478584
783, 6510, 0x1000a880, 268478592
784, 6510, 0x1000a888, 268478600
785, 6510, 0x1000a890, 268478608
786, 6510, 0x1000a898, 268478616
787, 6510, 0x1000a8a0, 268478624
788, 6510, 0x1000a8a8, 268478632
789, 6510, 0x1000a8b0, 268478640
790, 6510, 0x1000a8b8, 268478648
791, 6510, 0x1000a8c0, 268478656
792, 6510, 0x1000a8c8, 268478664
793, 6510, 0x1000a8d0, 268478672
794, 6510, 0x1000a8d8, 268478680
795, 6510, 0x1000a8e0, 268478688
796, 6510, 0x1000a8e8, 268478696
797, 6510, 0x1000a8f0, 268478704
798, 6510, 0x1000a8f8, 268478712
799, 6510, 0x1000a900, 268478720
800, 6510, 0x1000a908, 268478728
801, 6510, 0x1000a910, 268478736
802, 6510, 0x1000a918, 268478744
803, 6510, 0x1000a920, 268478752
804, 6510, 0x1000a928, 268478760
805, 6510, 0x1000a930, 268478768
806, 6510, 0x1000a938, 268478776
807, 6510, 0x1000a940, 268478784
808, 6510, 0x1000a948, 268478792
809, 6510, 0x1000a950, 268478800
810, 6510, 0x1000a958, 268478808
811, 6510, 0x1000a960, 268478816
812, 6510, 0x1000a968, 268478824
813, 6510, 0x1000a970, 268478832
814, 6510, 0x1000a978, 268478840
815, 6510, 0x1000a980, 268478848
816, 6510, 0x1000a988, 268478856
817, 6510, 0x1000a990, 268478864
818, 6510, 0x1000a998, 268478872
819, 6510, 0x1000a9a0, 268478880
820, 6510, 0x1000a9a8, 268478888
821, 6510, 0x1000a9b0, 268478896
822, 6510, 0x1000a9b8, 268478904
823, 6510, 0x1000a9c0, 268478912
824, 6510, 0x1000a9c8, 268478920
825, 6510, 0x1000a9d0, 268478928
826, 6510, 0x1000a9d8, 268478936
827, 6510, 0x1000a9e0, 268478944
828, 6510, 0x1000a9e8, 268478952
829, 6510, 0x1000a9f0, 268478960
830, 6510, 0x1000a9f8, 268478968
831, 6510, 0x1000aa00, 268478976
832, 6510, 0x1000aa08, 268478984
833, 6510, 0x1000aa10, 268478992
834, 6510, 0x1000aa18, 268479000
835, 6510, 0x1000aa20, 268479008
836, 6510, 0x1000aa28, 268479016
837, 6510, 0x1000aa30, 268479024
838, 6510, 0x1000aa38, 268479032
839, 6510, 0x1000aa40, 268479040
840, 6510, 0x1000aa48, 268479048
841, 6510, 0x1000aa50, 268479056
842, 6510, 0x1000aa58, 268479064
843, 6510, 0x1000aa60, 268479072
844, 6510, 0x1000aa68, 268479080
845, 6510, 0x1000aa70, 268479088
846, 6510, 0x1000aa78, 268479096
847, 6510, 0x1000aa80, 268479104
848, 6510, 0x1000aa88, 268479112
849, 6510, 0x1000aa90, 268479120
850, 6510, 0x1000aa98, 268479128
851, 6510, 0x1000aaa0, 268479136
852, 6510, 0x1000aaa8, 268479144
853, 6510, 0x1000aab0, 268479152
854, 6510, 0x1000aab8, 268479160
855, 6510, 0x1000aac0, 268479168
856, 6510, 0x1000aac8, 268479176
857, 6510, 0x1000aad0, 268479184
858, 6510, 0x1000aad8, 268479192
859, 6510, 0x1000aae0, 268479200
860, 6510, 0x1000aae8, 268479208
861, 6510, 0x1000aaf0, 268479216
862, 6510, 0x1000aaf8, 268479224
863, 6510, 0x1000ab00, 268479232
864, 6510, 0x1000ab08, 268479240
865, 6510, 0x1000ab10, 268479248
866, 6510, 0x1000ab18, 268479256
867, 6510, 0x1000ab20, 268479264
868, 6510, 0x1000ab28, 268479272
869, 6510, 0x1000ab30, 268479280
870, 6510, 0x1000ab38, 268479288
871, 6510, 0x1000ab40, 268479296
872, 6510, 0x1000ab48, 268479304
873, 6510, 0x1000ab50, 268479312
874, 6510, 0x1000ab58, 268479320
875, 6510, 0x1000ab60, 268479328
876, 6510, 0x1000ab68, 268479336
877, 6510, 0x1000ab70, 268479344
878, 6510, 0x1000ab78, 268479352
879, 6510, 0x1000ab80, 268479360
880, 6510, 0x1000ab88, 268479368
881, 6510, 0x1000ab90, 268479376
882, 6510, 0x1000ab98, 268479384
883, 6510, 0x1000aba0, 268479392
884, 6510, 0x1000aba8, 268479400
885, 6510, 0x1000abb0, 268479408
886, 6510, 0x1000abb8, 268479416
887, 6510, 0x1000abc0, 268479424
888, 6510, 0x1000abc8, 268479432
889, 6510, 0x1000abd0, 268479440
890, 6510, 0x1000abd8, 268479448
891, 6510, 0x1000abe0, 268479456
892, 6510, 0x1000abe8, 268479464
893, 6510, 0x1000abf0, 268479472
894, 6510, 0x1000abf8, 268479480
895, 6510, 0x1000ac00, 268479488
896, 6510, 0x1000ac08, 268479496
897, 6510, 0x1000ac10, 268479504
898, 6510, 0x1000ac18, 268479512
899, 6510, 0x1000ac20, 268479520
900, 6510, 0x1000ac28, 268479528
901, 6510, 0x1000ac30, 268479536
902, 6510, 0x1000ac38, 268479544
903, 6510, 0x1000ac40, 268479552
904, 6510, 0x1000ac48, 268479560
905, 6510, 0x1000ac50, 268479568
906, 6510, 0x1000ac58, 268479576
907, 6510, 0x1000ac60, 268479584
908, 6510, 0x1000ac68, 268479592
909, 6510, 0x1000ac70, 268479600
910, 6510, 0x1000ac78, 268479608
911, 6510, 0x1000ac80, 268479616
912, 6510, 0x1000ac88, 268479624
913, 6510, 0x1000ac90, 268479632
914, 6510, 0x1000ac98, 268479640
915, 6510, 0x1000aca0, 268479648
916, 6510, 0x1000aca8, 268479656
917, 6510, 0x1000acb0, 268479664
918, 6510, 0x1000acb8, 268479672
919, 6510, 0x1000acc0, 268479680
920, 6510, 0x1000acc8, 268479688
921, 6510, 0x1000acd0, 268479696
922, 6510, 0x1000acd8, 268479704
923, 6510, 0x1000ace0, 268479712
924, 6510, 0x1000ace8, 268479720
925, 6510, 0x1000acf0, 268479728
926, 6510, 0x1000acf8, 268479736
927, 6510, 0x1000ad00, 268479744
928, 6510, 0x1000ad08, 268479752
929, 6510, 0x1000ad10, 268479760
930, 6510, 0x1000ad18, 268479768
931, 6510, 0x1000ad20, 268479776
932, 6510, 0x1000ad28, 268479784
933, 6510, 0x1000ad30, 268479792
934, 6510, 0x1000ad38, 268479800
935, 6510, 0x1000ad40, 268479808
936, 6510, 0x1000ad48, 268479816
937, 6510, 0x1000ad50, 268479824
938, 6510, 0x1000ad58, 268479832
939, 6510, 0x1000ad60, 268479840
940, 6510, 0x1000ad68, 268479848
941, 6510, 0x1000ad70, 268479856
942, 6510, 0x1000ad78, 268479864
943, 6510, 0x1000ad80, 268479872
944, 6510, 0x1000ad88, 268479880
945, 6510, 0x1000ad90, 268479888
946, 6510, 0x1000ad98, 268479896
947, 6510, 0x1000ada0, 268479904
948, 6510, 0x1000ada8, 268479912
949, 6510, 0x1000adb0, 268479920
950, 6510, 0x1000adb8, 268479928
951, 6510, 0x1000adc0, 268479936
952, 6510, 0x1000adc8, 268479944
953, 6510, 0x1000add0, 268479952
954, 6510, 0x1000add8, 268479960
955, 6510, 0x1000ade0, 268479968
956, 6510, 0x1000ade8, 268479976
957, 6510, 0x1000adf0, 268479984
958, 6510, 0x1000adf8, 268479992
959, 6510, 0x1000ae00, 268480000
960, 6510, 0x1000ae08, 268480008
961, 6510, 0x1000ae10, 268480016
962, 6510, 0x1000ae18, 268480024
963, 6510, 0x1000ae20, 268480032
964, 6510, 0x1000ae28, 268480040
965, 6510, 0x1000ae30, 268480048
966, 6510, 0x1000ae38, 268480056
967, 6510, 0x1000ae40, 268480064
968, 6510, 0x1000ae48, 268480072
969, 6510, 0x1000ae50, 268480080
970, 6510, 0x1000ae58, 268480088
971, 6510, 0x1000ae60, 268480096
972, 6510, 0x1000ae68, 268480104
973, 6510, 0x1000ae70, 268480112
974, 6510, 0x1000ae78, 268480120
975, 6510, 0x1000ae80, 268480128
976, 6510, 0x1000ae88, 268480136
977, 6510, 0x1000ae90, 268480144
978, 6510, 0x1000ae98, 268480152
979, 6510, 0x1000aea0, 268480160
980, 6510, 0x1000aea8, 268480168
981, 6510, 0x1000aeb0, 268480176
982, 6510, 0x1000aeb8, 268480184
983, 6510, 0x1000aec0, 268480192
984, 6510, 0x1000aec8, 268480200
985, 6510, 0x1000aed0, 268480208
986, 6510, 0x1000aed8, 268480216
987, 6510, 0x1000aee0, 268480224
988, 6510, 0x1000aee8, 268480232
989, 6510, 0x1000aef0, 268480240
990, 6510, 0x1000aef8, 268480248
991, 6510, 0x1000af00, 268480256
992, 6510, 0x1000af08, 268480264
993, 6510, 0x1000af10, 268480272
994, 6510, 0x1000af18, 268480280
995, 6510, 0x1000af20, 268480288
996, 6510, 0x1000af28, 268480296
997, 6510, 0x1000af30, 268480304
998, 6510, 0x1000af38, 268480312
999, 6510, 0x1000af40, 268480320
